state_name,state_id,district_name,district_id
UTTAR PRADESH,7,LUCKNOW,111
UTTAR PRADESH,7,MAHARAJGANJ,153
UTTAR PRADESH,7,MAHOBA,96
UTTAR PRADESH,7,MAINPURI,82
UTTAR PRADESH,7,MATHURA,156
UTTAR PRADESH,7,MAU,103
UTTAR PRADESH,7,MEERUT,128
UTTAR PRADESH,7,MIRZAPUR,114
UTTAR PRADESH,7,MORADABAD,122
UTTAR PRADESH,7,MUZAFFARNAGAR,135
UTTAR PRADESH,7,PILIBHIT,121
UTTAR PRADESH,7,PRATAPGARH,113
UTTAR PRADESH,7,PRAYAGRAJ,97
UTTAR PRADESH,7,RAEBARELI,112
UTTAR PRADESH,7,RAMPUR,124
UTTAR PRADESH,7,SAHARANPUR,134
UTTAR PRADESH,7,SAMBHAL,625
UTTAR PRADESH,7,SANT KABIR NAGAR,150
UTTAR PRADESH,7,SANT RAVIDAS NAGAR,102
UTTAR PRADESH,7,SHAHJAHANPUR,118
UTTAR PRADESH,7,SHAMLI,626
UTTAR PRADESH,7,SHRAWASTI,147
UTTAR PRADESH,7,SIDDHARTHNAGAR,151
UTTAR PRADESH,7,SITAPUR,140
UTTAR PRADESH,7,SONBHADRA,115
UTTAR PRADESH,7,SULTANPUR,107
UTTAR PRADESH,7,UNNAO,89
UTTAR PRADESH,7,VARANASI,100
WEST BENGAL,24,ALIPURDUAR,686
WEST BENGAL,24,BANKURA,431
WEST BENGAL,24,BIRBHUM,433
WEST BENGAL,24,COOCH BEHAR,440
WEST BENGAL,24,DARJILING,439
WEST BENGAL,24,EAST MIDNAPORE,430
WEST BENGAL,24,HOOGHLY,426
WEST BENGAL,24,HOWRAH,425
WEST BENGAL,24,JALPAIGURI,438
WEST BENGAL,24,JHARGRAM,687
WEST BENGAL,24,KALIMPONG,688
WEST BENGAL,24,KOLKATA,422
WEST BENGAL,24,MALDA,434
WEST BENGAL,24,MURSHIDABAD,428
WEST BENGAL,24,NADIA,437
WEST BENGAL,24,NORTH 24 PARGANAS,424
WEST BENGAL,24,NORTH DINAJPUR,436
WEST BENGAL,24,PASCHIM BARDHAMAN,684
WEST BENGAL,24,PURBA BARDHAMAN,685
WEST BENGAL,24,PURULIA,432
WEST BENGAL,24,SOUTH 24 PARGANAS,423
WEST BENGAL,24,SOUTH DINAJPUR,435
WEST BENGAL,24,WEST MIDNAPORE,429
